ID,PLATFORM,BOT,BROWSER,DIST
2733,Windows,False,Chrome,
2734,Mac OS,False,Safari,
2735,Windows,False,Chrome,
2736,Windows,False,Chrome,
2737,Windows,False,Firefox,
2738, ChromeOS,False,Chrome,
2739,iOS,False,Safari,iPhone
2740,iOS,False,Safari,iPhone
2741,Mac OS,False,Safari,
2742,Windows,False,Chrome,
2743,Windows,False,ChromiumEdge,
2744,Windows,False,Firefox,
2745,Windows,False,Firefox,
2746,iOS,False,Safari,iPhone
2747,Windows,False,Chrome,
2748,iOS,False,Safari,iPhone
2749,iOS,False,Safari,iPhone
2750,iOS,False,,IPad
2751,Mac OS,False,Safari,
2752,Windows,False,Chrome,
2753,Android,False,Chrome,Android
2755,Windows,False,Firefox,
2756,Windows,False,Chrome,
2757,Mac OS,False,Chrome,
2758,iOS,False,Safari,iPhone
2759,Windows,False,Chrome,
2761,iOS,False,Safari,iPhone
2762,iOS,False,ChromeiOS,iPhone
2763,Linux,False,Chrome,
2764,Windows,False,Chrome,
2765,Android,False,Chrome,Android
2766,Mac OS,False,Chrome,
2767,Windows,False,Chrome,
2768,iOS,False,ChromeiOS,iPhone
2769,Mac OS,False,Safari,
2770,Mac OS,False,Chrome,
2771,iOS,False,Safari,iPhone
2772,Mac OS,False,Safari,
2773,Windows,False,Chrome,
2774,Windows,False,Chrome,
2775,Mac OS,False,Safari,
2776,Windows,False,Chrome,
2777,Windows,False,Chrome,
2779,Windows,False,Chrome,
2780,Mac OS,False,Chrome,
2781,Windows,False,Chrome,
2782,Windows,False,ChromiumEdge,
2783,Windows,False,Chrome,
2784,Mac OS,False,Safari,
2785,Windows,False,Chrome,
2786,iOS,False,Safari,iPhone
2787,Mac OS,False,Safari,
2788,Android,False,Chrome,Android
2789,Windows,False,Chrome,
2790,Windows,False,Chrome,
2791,iOS,False,,iPhone
2792,Android,False,Chrome,Android
2793,Android,False,Chrome,Android
2794,Mac OS,False,Chrome,
2795,iOS,False,Safari,iPhone
2796,Windows,False,ChromiumEdge,
2797,iOS,False,Safari,iPhone
2798,Mac OS,False,Safari,
2799,Windows,False,Chrome,
2800,Mac OS,False,Safari,
2801,iOS,False,Safari,iPhone
2802,Windows,False,Firefox,
2803,Android,False,Chrome,Android
2804,Mac OS,False,Firefox,
2805,Windows,False,ChromiumEdge,
2806,iOS,False,Safari,iPhone
2807,Windows,False,Chrome,
2808, ChromeOS,False,Chrome,
2809,Android,False,Chrome,Android
2810,iOS,False,Safari,iPhone
2811,iOS,False,Safari,iPhone
2812,Windows,False,Chrome,
2813,Windows,False,Chrome,
2814,iOS,False,Safari,iPhone
2815,Android,False,Chrome,Android
2816,Windows,False,Firefox,
2817,iOS,False,ChromeiOS,IPad
2818,iOS,False,Safari,iPhone
2819,Android,False,Chrome,Android
2820,Mac OS,False,Chrome,
2821,Windows,False,Chrome,
2823,Windows,False,ChromiumEdge,
2824,Android,False,Chrome,Android
2825,Android,False,Chrome,Android
2826,Windows,False,Chrome,
2827,Windows,False,Chrome,
2828,iOS,False,Safari,iPhone
2829,Windows,False,Chrome,
2830,iOS,False,Safari,iPhone
2831,Windows,False,Chrome,
2832,iOS,False,Safari,iPhone
2833,Windows,False,Chrome,
2834,Windows,False,Chrome,
2835,Mac OS,False,Safari,
2836,iOS,False,ChromeiOS,IPad
2837,Windows,False,ChromiumEdge,
2838,iOS,False,Safari,iPhone
2839,Windows,False,Firefox,
2840,Windows,False,Chrome,
2841,Windows,False,ChromiumEdge,
2842,Mac OS,False,Chrome,
2843,Windows,False,Chrome,
2844,iOS,False,Safari,iPhone
2845,Mac OS,False,Chrome,
2846,Windows,False,Chrome,
2847,Windows,False,ChromiumEdge,
2848,Mac OS,False,Safari,
2849,Mac OS,False,Safari,
2850,Windows,False,Chrome,
2851,Android,False,Chrome,Android
2852,Android,False,Chrome,Android
2853,Windows,False,Chrome,
2854,iOS,False,Safari,iPhone
2855,Windows,False,Chrome,
2856,iOS,False,Safari,iPhone
2857,Windows,False,Chrome,
2858,Android,False,Chrome,Android
2859,Windows,False,Chrome,
2860,iOS,False,Safari,iPhone
2861,Mac OS,False,Chrome,
2862,Android,False,Chrome,Android
2863,Mac OS,False,Safari,
2864,Windows,False,Chrome,
2865,Mac OS,False,Chrome,
2867,Windows,False,Chrome,
2869,Windows,False,ChromiumEdge,
2870,iOS,False,Safari,iPhone
2871,Android,False,Chrome,Android
2872,Windows,False,Chrome,
2873,Windows,False,ChromiumEdge,
2874,Windows,False,Chrome,
2875,iOS,False,Safari,iPhone
2876,iOS,False,Safari,iPhone
2877,Windows,False,Chrome,
2878,iOS,False,Safari,iPhone
2879,Windows,False,Chrome,
2880,Windows,False,Chrome,
2881,iOS,False,Safari,IPad
2882,Android,False,Chrome,Android
2883,Mac OS,False,Chrome,
2884,Android,False,Chrome,Android
2885,iOS,False,Safari,iPhone
2886,Windows,False,Chrome,
2887,Mac OS,False,Chrome,
2888,iOS,False,Safari,iPhone
2889,iOS,False,Safari,iPhone
2890,iOS,False,,IPad
2891,Mac OS,False,Safari,
2892,iOS,False,Safari,iPhone
2893,Windows,False,ChromiumEdge,
2894,iOS,False,Safari,iPhone
2895,Mac OS,False,Chrome,
2896,Windows,False,Chrome,
2897,Windows,False,ChromiumEdge,
2898,Mac OS,False,Chrome,
2899,Mac OS,False,Safari,
2900,iOS,False,Safari,iPhone
2901,Windows,False,Chrome,
2902,iOS,False,ChromeiOS,iPhone
2903,Windows,False,Chrome,
2904,iOS,False,Safari,iPhone
2905,Windows,False,Chrome,
2906,Windows,False,Chrome,
2907,Windows,False,Chrome,
2908,Android,False,Chrome,Android
2909,Windows,False,Chrome,
2910,iOS,False,ChromeiOS,iPhone
2911,Windows,False,Chrome,
2912,iOS,False,Safari,iPhone
2913,Windows,False,Chrome,
2914,Windows,False,ChromiumEdge,
2915,Windows,False,ChromiumEdge,
2916,Windows,False,ChromiumEdge,
2917,Mac OS,False,Chrome,
2918,iOS,False,Safari,iPhone
2919,Windows,False,Chrome,
2920,Windows,False,Chrome,
2921,Windows,False,ChromiumEdge,
2922,Mac OS,False,Safari,
2923,Windows,False,Firefox,
2924,iOS,False,Safari,iPhone
2925,Mac OS,False,Chrome,
2926,Windows,False,Chrome,
2927,iOS,False,ChromeiOS,iPhone
2928,Android,False,Chrome,Android
2929,Windows,False,Chrome,
2930,Windows,False,ChromiumEdge,
2931,Windows,False,Chrome,
2932,Windows,False,Chrome,
2933,Android,False,Chrome,Android
2934,Windows,False,Chrome,
2935,Windows,False,Chrome,
2936,Windows,False,Chrome,
2937,Windows,False,Chrome,
2938,Windows,False,ChromiumEdge,
2939,Windows,False,ChromiumEdge,
2940,Windows,False,Chrome,
2941,iOS,False,Safari,iPhone
2942,Mac OS,False,Safari,
2944,Windows,False,Chrome,
2945,Windows,False,ChromiumEdge,
2946,iOS,False,Safari,iPhone
2947,Windows,False,Chrome,
2948,Windows,False,ChromiumEdge,
2949,Mac OS,False,Safari,
2950,Android,False,Chrome,Android
2951,Windows,False,Chrome,
2952,Windows,False,Firefox,
2953,iOS,False,Safari,iPhone
2954,Windows,False,Chrome,
2955,Android,False,Chrome,Android
2956,Windows,False,Chrome,
2957,Android,False,Chrome,Android
2958,Windows,False,Chrome,
2959,Windows,False,Chrome,
2960,iOS,False,Safari,iPhone
2961,iOS,False,Safari,iPhone
2962,Mac OS,False,Chrome,
2964,Mac OS,False,Safari,
2965,Windows,False,Chrome,
2966,Windows,False,Chrome,
2967,Mac OS,False,Safari,
2968,Android,False,Chrome,Android
2969,Mac OS,False,Chrome,
2970,Android,False,Chrome,Android
2971,Mac OS,False,Chrome,
2972,iOS,False,,iPhone
2973,Mac OS,False,Safari,
2974,iOS,False,ChromeiOS,iPhone
2975,Windows,False,Chrome,
2977,iOS,False,,iPhone
2978,Windows,False,ChromiumEdge,
2979,Mac OS,False,Safari,
2980,Windows,False,Chrome,
2981,iOS,False,Safari,iPhone
2982,iOS,False,Safari,iPhone
2983,Windows,False,ChromiumEdge,
2984,Android,False,Chrome,Android
2985,Mac OS,False,Safari,
2986,Windows,False,Chrome,
2987,Mac OS,False,Safari,
2988,Windows,False,Chrome,
2989,Mac OS,False,Chrome,
2990,Windows,False,Chrome,
2991,Windows,False,Chrome,
2992,Mac OS,False,Chrome,
2993,Windows,False,Chrome,
2994,iOS,False,,iPhone
2995,iOS,False,Safari,iPhone
2996,Mac OS,False,Chrome,
2997,iOS,False,Safari,iPhone
2998,Mac OS,False,Safari,
2999,Android,False,Firefox,Android
3000,Android,False,Chrome,Android
3001,Windows,False,Chrome,
3002,iOS,False,Safari,iPhone
3003,Mac OS,False,Chrome,
3004,Mac OS,False,Firefox,
3006,iOS,False,Safari,iPhone
3007,Mac OS,False,Safari,
3008,iOS,False,,iPhone
3009,iOS,False,Safari,iPhone
3010,Windows,False,Chrome,
3011,Windows,False,ChromiumEdge,
3012,Windows,False,Chrome,
3013,Windows,False,Chrome,
3014,Android,False,Chrome,Android
3015,Mac OS,False,Safari,
3016,Windows,False,Chrome,
3017,Windows,False,Chrome,
3018,Windows,False,Firefox,
3019,Mac OS,False,Safari,
3020,iOS,False,Safari,iPhone
3021,iOS,False,Safari,IPad
3022,Mac OS,False,Chrome,
3023,Windows,False,Chrome,
3024,Windows,False,ChromiumEdge,
3025,iOS,False,Safari,iPhone
3026,iOS,False,Safari,iPhone
3027,Windows,False,ChromiumEdge,
3029,Windows,False,ChromiumEdge,
3030,Windows,False,Chrome,
3031,Android,False,Chrome,Android
3032,Windows,False,Chrome,
3033,iOS,False,Safari,iPhone
3034,iOS,False,Safari,iPhone
3035,Android,False,Chrome,Android
3036,Windows,False,Chrome,
3037,Android,False,Chrome,Android
3038,iOS,False,Safari,iPhone
3039,Android,False,Chrome,Android
3040,iOS,False,Safari,iPhone
3041,Mac OS,False,Chrome,
3042,Mac OS,False,Safari,
3043,iOS,False,Safari,iPhone
3044,Android,False,Chrome,Android
3045,Android,False,Chrome,Android
3046,Windows,False,Chrome,
3047,Windows,False,Chrome,
3048,iOS,False,Safari,iPhone
3049,Android,False,Chrome,Android
3050,Windows,False,Chrome,
3051,iOS,False,Safari,iPhone
3052,Windows,False,Chrome,
3053,Windows,False,Chrome,
3054,Mac OS,False,Safari,
3055,iOS,False,Safari,iPhone
3056,iOS,False,Safari,iPhone
3057,Windows,False,ChromiumEdge,
3058,Mac OS,False,Chrome,
3059,Android,False,Chrome,Android
3060,Android,False,Chrome,Android
3061,Mac OS,False,Chrome,
3062,Mac OS,False,Safari,
3063,Windows,False,Chrome,
3064,Windows,False,ChromiumEdge,
3065,Mac OS,False,Safari,
3066,Mac OS,False,Safari,
3067,iOS,False,Safari,iPhone
3068,Windows,False,ChromiumEdge,
3069,iOS,False,Safari,iPhone
3070,Linux,False,Chrome,
3071,iOS,False,Safari,iPhone
3072,Android,False,Chrome,Android
3073,Windows,False,Chrome,
3074,Windows,False,Firefox,
3075,Windows,False,Firefox,
3076,Windows,False,Chrome,
3077,iOS,False,Safari,iPhone
3078,iOS,False,Safari,iPhone
3079,Windows,False,ChromiumEdge,
3080,Android,False,Chrome,Android
3081,iOS,False,ChromeiOS,iPhone
3082,Mac OS,False,Safari,
3083,Mac OS,False,Safari,
3084,Android,False,Chrome,Android
3085,Windows,False,Chrome,
3086,Mac OS,False,Chrome,
3087,Mac OS,False,Safari,
3088,Android,False,Chrome,Android
3089,Windows,False,Chrome,
3090,iOS,False,Safari,iPhone
3091,Windows,False,Chrome,
3092,Windows,False,Chrome,
3093,Windows,False,ChromiumEdge,
3094,Android,False,Chrome,Android
3095,Windows,False,Chrome,
3096,iOS,False,Safari,iPhone
3097,Mac OS,False,Chrome,
3098,Mac OS,False,Firefox,
3099,Android,False,Chrome,Android
3100,iOS,False,Safari,iPhone
3102,Android,False,Chrome,Android
3103,iOS,False,Safari,iPhone
3104,Windows,False,Chrome,
3105,Windows,False,Firefox,
3106,iOS,False,Safari,iPhone
3107, ChromeOS,False,Chrome,
3108,Android,False,Chrome,Android
3109,Mac OS,False,Safari,
3110,Windows,False,Chrome,
3111,Android,False,Chrome,Android
3112,Windows,False,Chrome,
3113,Windows,False,Chrome,
3114,Android,False,Chrome,Android
3115,Windows,False,Chrome,
3116,Android,False,Chrome,Android
3117,iOS,False,Safari,iPhone
3118,Android,False,Chrome,Android
3119,Android,False,Chrome,Android
3120,Windows,False,Firefox,
3121,Windows,False,ChromiumEdge,
3122,iOS,False,Safari,IPad
3123,iOS,False,Safari,iPhone
3124,Windows,False,Chrome,
3125,Linux,False,Chrome,
3126,Windows,False,Chrome,
3127,Mac OS,False,Safari,
3128,Windows,False,ChromiumEdge,
3129,Windows,False,Firefox,
3130,Windows,False,Chrome,
3131,Windows,False,Chrome,
3132,Windows,False,Chrome,
3133,Windows,False,Chrome,
3134,Windows,False,Chrome,
3136,iOS,False,Safari,iPhone
3137,iOS,False,ChromeiOS,iPhone
3138,Windows,False,ChromiumEdge,
3140,Android,False,Chrome,Android
3141,Android,False,Chrome,Android
3142,Android,False,Chrome,Android
3143,Mac OS,False,Safari,
3144,Windows,False,Chrome,
3146,Mac OS,False,Chrome,
3147,Windows,False,Chrome,
3148,Mac OS,False,Safari,
3149,Windows,False,Chrome,
3150,iOS,False,Safari,iPhone
3151,Mac OS,False,Chrome,
3152,Windows,False,Chrome,
3153,Mac OS,False,Safari,
3154,Windows,False,ChromiumEdge,
3155,Android,False,Chrome,Android
3156,Windows,False,ChromiumEdge,
3157,iOS,False,Safari,iPhone
3158,iOS,False,Safari,iPhone
3159,iOS,False,Safari,iPhone
3160,Windows,False,Chrome,
3161,Windows,False,ChromiumEdge,
3162,Windows,False,Chrome,
3163,Windows,False,Chrome,
3164,Mac OS,False,Chrome,
3165,Mac OS,False,Safari,
3166,Mac OS,False,Chrome,
3167,Windows,False,Chrome,
3168,Windows,False,Firefox,
3169,Android,False,Chrome,Android
3171,Windows,False,ChromiumEdge,
3172,Windows,False,Chrome,
3173,Mac OS,False,Chrome,
3174,Windows,False,Chrome,
3175,Windows,False,ChromiumEdge,
3176,Mac OS,False,Safari,
3177,Windows,False,Chrome,
3178,iOS,False,Safari,iPhone
3179,iOS,False,Safari,iPhone
3180,iOS,False,Safari,iPhone
3181,Windows,False,Firefox,
3182,iOS,False,Safari,iPhone
3183,iOS,False,Safari,iPhone
3184,Windows,False,ChromiumEdge,
3185,Windows,False,Chrome,
3186,iOS,False,Safari,iPhone
3187,Mac OS,False,Safari,
3189,Windows,False,Chrome,
3190,Windows,False,Chrome,
3191,Android,False,Chrome,Android
3192,iOS,False,,iPhone
3193,Windows,False,Chrome,
3194,iOS,False,Safari,iPhone
3195,Mac OS,False,Safari,
3196,Windows,False,Chrome,
3197,Mac OS,False,Safari,
3198,Mac OS,False,Safari,
3199,Android,False,Chrome,Android
3200,Windows,False,Chrome,
3201,Mac OS,False,Chrome,
3202,iOS,False,,iPhone
3203,Mac OS,False,Safari,
3204,iOS,False,,iPhone
3205,Mac OS,False,Safari,
3206,Android,False,Chrome,Android
3207,iOS,False,Safari,iPhone
3208,iOS,False,Safari,iPhone
3209,Windows,False,Chrome,
3210,Windows,False,Chrome,
3211,Windows,False,Chrome,
3212,Mac OS,False,Chrome,
3213,Mac OS,False,Chrome,
3214,Windows,False,ChromiumEdge,
3215,Android,False,Chrome,Android
3216,iOS,False,Safari,iPhone
3217,Windows,False,ChromiumEdge,
3218,Android,False,Chrome,Android
3220,Windows,False,Chrome,
3221,Mac OS,False,Safari,
3222,Mac OS,False,Safari,
3223,Windows,False,Chrome,
3224,iOS,False,Safari,iPhone
3225,Android,False,Chrome,Android
3226, ChromeOS,False,Chrome,
3227,Windows,False,Chrome,
3228,Mac OS,False,Safari,
3229,Windows,False,Chrome,
3230,Windows,False,Chrome,
3231,Mac OS,False,Safari,
3232,Mac OS,False,Safari,
3233,iOS,False,Safari,iPhone
3234,Windows,False,ChromiumEdge,
3235,Windows,False,Chrome,
3236,Mac OS,False,Safari,
3238,iOS,False,Safari,iPhone
3239,Mac OS,False,Safari,
3241,iOS,False,Safari,iPhone
3242,iOS,False,Safari,iPhone
3243,Windows,False,ChromiumEdge,
3244,iOS,False,Safari,iPhone
3245,iOS,False,Safari,iPhone
3246,iOS,False,Safari,iPhone
3247,Windows,False,Chrome,
3248,Windows,False,Firefox,
3249,iOS,False,Safari,IPad
3250,Windows,False,Chrome,
3251,Windows,False,Chrome,
3252,Windows,False,Chrome,
3253,Windows,False,Chrome,
3254,Windows,False,ChromiumEdge,
3255,Windows,False,Chrome,
3256,Mac OS,False,Safari,
3257,Android,False,Chrome,Android
3258,Windows,False,Chrome,
3259,Windows,False,Chrome,
3260,iOS,False,,iPhone
3261,Android,False,Chrome,Android
3263,Windows,False,Chrome,
3264,Windows,False,Chrome,
3265,Mac OS,False,Chrome,
3266,Windows,False,Chrome,
3267,Mac OS,False,Safari,
3268,Windows,False,Firefox,
3269,Mac OS,False,Chrome,
3271,iOS,False,Safari,iPhone
3272,Windows,False,Chrome,
3273,iOS,False,Safari,iPhone
3274,Mac OS,False,Safari,
3275,Android,False,Chrome,Android
3276,Windows,False,Chrome,
3277,Windows,False,Chrome,
3278,Windows,False,Chrome,
3279,Mac OS,False,Chrome,
3280,iOS,False,Safari,iPhone
3281,Windows,False,Chrome,
3282,iOS,False,Safari,iPhone
3283,iOS,False,ChromeiOS,iPhone
3284,Windows,False,Chrome,
3285, ChromeOS,False,Chrome,
3286,Windows,False,Chrome,
3287,iOS,False,Safari,iPhone
3288,Windows,False,Chrome,
3289,Windows,False,Firefox,
3290,Mac OS,False,Safari,
3291,Mac OS,False,Chrome,
3292,iOS,False,ChromeiOS,IPad
3293,Mac OS,False,Chrome,
3294,Mac OS,False,Safari,
3295,Mac OS,False,Chrome,
3296,iOS,False,Safari,iPhone
3297,Windows,False,Chrome,
3299,Windows,False,Chrome,
3300, ChromeOS,False,Chrome,
3301,Mac OS,False,Chrome,
3302,Mac OS,False,Safari,
3303,Mac OS,False,Safari,
3304,Mac OS,False,Chrome,
3305,iOS,False,ChromeiOS,iPhone
3306,Windows,False,Chrome,
3307,iOS,False,,iPhone
3308,Mac OS,False,Chrome,
3309,iOS,False,Safari,iPhone
3310,iOS,False,Safari,iPhone
3311,Mac OS,False,Chrome,
3312,iOS,False,ChromeiOS,iPhone
3313,Mac OS,False,Safari,
3314,Android,False,Chrome,Android
3315,Windows,False,Chrome,
3316,iOS,False,,iPhone
3317,Windows,False,ChromiumEdge,
3318,Windows,False,Chrome,
3319,Windows,False,Chrome,
3320,Windows,False,Chrome,
3321,Windows,False,ChromiumEdge,
3322,iOS,False,Safari,iPhone
3323,iOS,False,Safari,iPhone
3324,Windows,False,Chrome,
3325,Windows,False,Chrome,
3326,Windows,False,Chrome,
3327,Mac OS,False,Safari,
3328,Windows,False,Chrome,
3329,Windows,False,Chrome,
3330,Android,False,Chrome,Android
3331,iOS,False,Safari,iPhone
3332,Windows,False,ChromiumEdge,
3334,Windows,False,Firefox,
3335,Windows,False,ChromiumEdge,
3336,iOS,False,Safari,iPhone
3337,Windows,False,Firefox,
3338,Windows,False,ChromiumEdge,
3339,Mac OS,False,Firefox,
3340,Windows,False,ChromiumEdge,
3341,iOS,False,Safari,iPhone
3342,Windows,False,Chrome,
3344,iOS,False,ChromeiOS,iPhone
3345,iOS,False,Safari,iPhone
3346,Windows,False,Chrome,
3347,iOS,False,,iPhone
3348,iOS,False,Safari,iPhone
3349,Mac OS,False,Safari,
3350,Mac OS,False,Chrome,
3351,iOS,False,Safari,iPhone
3352,Windows,False,Chrome,
3353,Windows,False,Chrome,
3354,Mac OS,False,Safari,
3355,Mac OS,False,Safari,
3356,iOS,False,Safari,iPhone
3357,Windows,False,Chrome,
3358,Mac OS,False,Safari,
3359,Windows,False,Chrome,
3360,Windows,False,Chrome,
3361,Windows,False,Chrome,
3362,Mac OS,False,Chrome,
3363,iOS,False,Safari,iPhone
3364,Windows,False,Chrome,
3365,Mac OS,False,Safari,
3366,Windows,False,Chrome,
3367,Windows,False,Chrome,
3368,Windows,False,Chrome,
3369,Android,False,Chrome,Android
3370,Windows,False,Chrome,
3371,Mac OS,False,Safari,
3372,Mac OS,False,Firefox,
3373,iOS,False,Safari,iPhone
3374,Windows,False,Chrome,
3375,Mac OS,False,Chrome,
3376,Mac OS,False,Safari,
3377,Mac OS,False,Safari,
3378,Mac OS,False,Chrome,
3379,Windows,False,ChromiumEdge,
3380,Mac OS,False,Safari,
3381,iOS,False,,iPhone
3382,Android,False,Chrome,Android
3383,Windows,False,ChromiumEdge,
3384,Windows,False,Chrome,
3385,Windows,False,Chrome,
3386,Windows,False,Chrome,
3387,Windows,False,Chrome,
3388,iOS,False,Safari,iPhone
3389,Windows,False,Firefox,
3390,Windows,False,Chrome,
3391,Windows,False,Chrome,
3392,Windows,False,Chrome,
3393,iOS,False,Safari,iPhone
3394,Android,False,Chrome,Android
3395,Windows,False,ChromiumEdge,
3396,iOS,False,Safari,iPhone
3397,iOS,False,Safari,iPhone
3398,Mac OS,False,Chrome,
3400,Android,False,Chrome,Android
3401,Windows,False,Chrome,
3402,Mac OS,False,Safari,
3403,Windows,False,Chrome,
3404,Windows,False,Chrome,
3405,Windows,False,Chrome,
3406,Windows,False,Chrome,
3407,Windows,False,Firefox,
3408,Windows,False,Chrome,
3409,Windows,False,Chrome,
3410,Mac OS,False,Chrome,
3411,Android,False,Chrome,Android
3412,Mac OS,False,Safari,
3414,Windows,False,Chrome,
3415,Mac OS,False,Safari,
3416,Windows,False,Chrome,
3417,Mac OS,False,Safari,
3418,Windows,False,Chrome,
3419,Android,False,Chrome,Android
3420,Windows,False,Chrome,
3421,Mac OS,False,Safari,
3422,Mac OS,False,Chrome,
3423,Android,False,Chrome,Android
3424,Windows,False,ChromiumEdge,
3425,Mac OS,False,Chrome,
3426,iOS,False,Safari,iPhone
3427,Windows,False,Chrome,
3428,Windows,False,Chrome,
3429,iOS,False,Safari,IPad
3430,Mac OS,False,Chrome,
3431,Windows,False,ChromiumEdge,
3432,iOS,False,Safari,iPhone
3433,iOS,False,,iPhone
3434,Windows,False,Firefox,
3435,Windows,False,Chrome,
3436,iOS,False,Safari,iPhone
3437,iOS,False,Safari,iPhone
3438,iOS,False,Safari,iPhone
3439,iOS,False,Safari,iPhone
3440,Windows,False,Firefox,
3441,iOS,False,Safari,iPhone
3442,iOS,False,Safari,iPhone
3443,iOS,False,Safari,iPhone
3444,Mac OS,False,Safari,
3445,iOS,False,Safari,iPhone
3446,Mac OS,False,Safari,
3447,Windows,False,Chrome,
3448,Windows,False,Chrome,
3449,Android,False,Chrome,Android
3450,Windows,False,ChromiumEdge,
3451,Mac OS,False,Chrome,
3452,Mac OS,False,Safari,
3453,Android,False,Chrome,Android
3454,iOS,False,,IPad
3455,Windows,False,Firefox,
3456,iOS,False,,iPhone
3457,Windows,False,Chrome,
3458,Mac OS,False,Safari,
3459,iOS,False,Safari,iPhone
3460,Windows,False,Chrome,
3461,iOS,False,Safari,iPhone
3462,Windows,False,Chrome,
3463,Mac OS,False,Safari,
3464,Windows,False,Chrome,
3465,Mac OS,False,Safari,
3466,iOS,False,Safari,iPhone
3467,Mac OS,False,Safari,
3468,Android,False,Chrome,Android
3469,iOS,False,Safari,iPhone
3470,Mac OS,False,Safari,
3471,Windows,False,Chrome,
3472,Windows,False,Firefox,
3473,Linux,False,Chrome,
3475,Windows,False,Chrome,
3476,Windows,False,Chrome,
3477,iOS,False,,iPhone
3478,Windows,False,Chrome,
3479,Mac OS,False,Safari,
3480,iOS,False,Firefox,iPhone
3481,Android,False,Chrome,Android
3482,Windows,False,ChromiumEdge,
3483,Windows,False,Chrome,
3484,Android,False,Chrome,Android
3485,Mac OS,False,Chrome,
3486,Mac OS,False,Safari,
3487, ChromeOS,False,Chrome,
3488,Android,False,Chrome,Android
3489,Mac OS,False,Safari,
3490,Windows,False,Chrome,
3491,Mac OS,False,Safari,
3492,Mac OS,False,Firefox,
3493,Windows,False,Firefox,
3494,Windows,False,Chrome,
3495,iOS,False,ChromeiOS,iPhone
3496,Windows,False,Chrome,
3497,iOS,False,Safari,iPhone
3498,iOS,False,Safari,IPad
3499,Mac OS,False,Chrome,
3500,Windows,False,Chrome,
3501,Mac OS,False,Chrome,
3502,Mac OS,False,Chrome,
3503,Windows,False,Chrome,
3504,iOS,False,Safari,iPhone
3505,Mac OS,False,Chrome,
3506,Windows,False,ChromiumEdge,
3507,iOS,False,Safari,iPhone
3508,iOS,False,Safari,iPhone
3509,iOS,False,Safari,iPhone
3510,Mac OS,False,Chrome,
3511,Windows,False,Chrome,
3512,Mac OS,False,Firefox,
3513,Windows,False,ChromiumEdge,
3514,Windows,False,Chrome,
3515,Windows,False,Firefox,
3516,Windows,False,Chrome,
3517,iOS,False,Safari,iPhone
3518,Mac OS,False,Safari,
3519,Linux,False,Chrome,
3520,Windows,False,Chrome,
3521,iOS,False,Safari,iPhone
3522,Windows,False,Chrome,
3523,Windows,False,ChromiumEdge,
3524,Windows,False,Firefox,
3525,Android,False,Chrome,Android
3526,Mac OS,False,Chrome,
3527,Android,False,Chrome,Android
3528,Mac OS,False,Chrome,
3529,Mac OS,False,Safari,
3530,iOS,False,Safari,iPhone
3531,Windows,False,Chrome,
3532,Windows,False,Chrome,
3533,Mac OS,False,Safari,
3534,Mac OS,False,Safari,
3535,Mac OS,False,Safari,
3536,iOS,False,,iPhone
3537,iOS,False,,iPhone
3538,Windows,False,Chrome,
3539,Android,False,Chrome,Android
3540,Windows,False,Chrome,
3541,Windows,False,Chrome,
3542,Windows,False,Chrome,
3543,Mac OS,False,Safari,
3544,iOS,False,Safari,iPhone
3545,Windows,False,Chrome,
3546,iOS,False,Safari,iPhone
3547,Windows,False,Chrome,
3548,Windows,False,ChromiumEdge,
3549,iOS,False,Safari,iPhone
3550,iOS,False,Safari,iPhone
3551, ChromeOS,False,Chrome,
3552,Windows,False,Chrome,
3554,Android,False,Chrome,Android
3555,Windows,False,Chrome,
3556,Mac OS,False,Safari,
3557,Mac OS,False,Chrome,
3558,iOS,False,Safari,iPhone
3559,Mac OS,False,Chrome,
3560,iOS,False,Safari,IPad
3561,Android,False,Chrome,Android
3562,Mac OS,False,Safari,
3563,Mac OS,False,Safari,
3564,Windows,False,ChromiumEdge,
3565,Android,False,Chrome,Android
3566,iOS,False,Safari,iPhone
3567,iOS,False,Safari,iPhone
3568,Android,False,Chrome,Android
3569,Windows,False,Chrome,
3570,iOS,False,Safari,iPhone
3571,iOS,False,,iPhone
3572, ChromeOS,False,Chrome,
3573,iOS,False,,iPhone
3575,Android,False,Chrome,Android
3576,iOS,False,Safari,iPhone
3577,Mac OS,False,Chrome,
3578,Windows,False,Chrome,
3579,Windows,False,ChromiumEdge,
3580,iOS,False,Safari,iPhone
3581,Mac OS,False,Safari,
3582,iOS,False,Safari,iPhone
3583,Mac OS,False,Chrome,
3584,Android,False,Chrome,Android
3585,Android,False,Chrome,Android
3586,iOS,False,Safari,iPhone
3587,Mac OS,False,Safari,
3588,Windows,False,Chrome,
3589,iOS,False,Safari,iPhone
3591,Windows,False,Chrome,
3592,Mac OS,False,Safari,
3593,Windows,False,ChromiumEdge,
3594,iOS,False,Safari,iPhone
3595,iOS,False,ChromeiOS,iPhone
3596,Android,False,Chrome,Android
3597,iOS,False,,IPad
3598,iOS,False,Safari,iPhone
3599,Mac OS,False,Safari,
3600,iOS,False,Safari,iPhone
3602,iOS,False,Safari,iPhone
3603,Windows,False,Chrome,
3604,Mac OS,False,Safari,
3605,Windows,False,Chrome,
3606,Mac OS,False,Chrome,
3607,Android,False,Chrome,Android
3608,Android,False,Chrome,Android
3609,Mac OS,False,Chrome,
3610,iOS,False,Safari,iPhone
3611,Windows,False,ChromiumEdge,
