ID,PLATFORM,BOT,BROWSER,DIST
69373,Windows,False,Chrome,
69374,Windows,False,Chrome,
69375,Windows,False,Firefox,
69376,iOS,False,,iPhone
69377,Windows,False,Chrome,
69378,Mac OS,False,Safari,
69379,iOS,False,Safari,iPhone
69380,Windows,False,Chrome,
69381,iOS,False,Safari,iPhone
69382,Mac OS,False,Safari,
69383,iOS,False,Safari,iPhone
69384,Windows,False,ChromiumEdge,
69385,Mac OS,False,Safari,
69386,Windows,False,Chrome,
69387,Windows,False,ChromiumEdge,
69388,Mac OS,False,Chrome,
69389,Mac OS,False,Safari,
69390,Windows,False,Chrome,
69391,Windows,False,Chrome,
69392,iOS,False,Safari,iPhone
69393,,,,
69394,Mac OS,False,Safari,
69395, ChromeOS,False,Chrome,
69396,iOS,False,Safari,iPhone
69397,Mac OS,False,Safari,
69398,Windows,False,ChromiumEdge,
69399,Mac OS,False,Safari,
69400,Windows,False,Chrome,
69401,Android,False,Chrome,Android
69402,Windows,False,ChromiumEdge,
69404,Windows,False,ChromiumEdge,
69405,iOS,False,ChromeiOS,iPhone
69406,iOS,False,Safari,IPad
69407,iOS,False,,iPhone
69408,Windows,False,Chrome,
69409,Windows,False,ChromiumEdge,
69410,Mac OS,False,Safari,
69411,Android,False,Chrome,Android
69412,Windows,False,Chrome,
69413,Windows,False,Chrome,
69414,Windows,False,Chrome,
69415,Windows,False,Chrome,
69416,Windows,False,ChromiumEdge,
69417,Android,False,Chrome,Android
69418,Android,False,Chrome,Android
69419,Windows,False,Chrome,
69420,iOS,False,Safari,iPhone
69421,Windows,False,Chrome,
69422,Windows,False,ChromiumEdge,
69423,Windows,False,Chrome,
69424,iOS,False,Safari,iPhone
69425,Windows,False,Chrome,
69426,Windows,False,Firefox,
69427,Windows,False,Chrome,
69429,Mac OS,False,Chrome,
69430,iOS,False,Safari,iPhone
69431,Mac OS,False,Chrome,
69432,Linux,False,Chrome,
69433,Windows,False,Chrome,
69434,Mac OS,False,Safari,
69435,Mac OS,False,Chrome,
69436,iOS,False,Safari,iPhone
69437,iOS,False,Safari,iPhone
69438,Android,False,Chrome,Android
69439,iOS,False,Safari,IPad
69440,Mac OS,False,Safari,
69441,Windows,False,ChromiumEdge,
69442,Windows,False,Chrome,
69443,Windows,False,Firefox,
69444,Mac OS,False,Safari,
69445,Mac OS,False,Safari,
69446,Windows,False,Chrome,
69447,Android,False,Chrome,Android
69448,Mac OS,False,Safari,
69449,Android,False,Chrome,Android
69450,Mac OS,False,Safari,
69451,Windows,False,ChromiumEdge,
69452,iOS,False,Safari,iPhone
69454,Mac OS,False,Safari,
69455,iOS,False,Safari,iPhone
69456,Windows,False,Firefox,
69457,Mac OS,False,Chrome,
69458,iOS,False,Safari,iPhone
69459,Windows,False,Chrome,
69460,Windows,False,Chrome,
69461,Mac OS,False,Safari,
69462,Mac OS,False,Chrome,
69463,Mac OS,False,Chrome,
69464,Windows,False,Firefox,
69465,iOS,False,Safari,iPhone
69466,Android,False,Chrome,Android
69467,iOS,False,Safari,IPad
69468,iOS,False,Safari,IPad
69470,Mac OS,False,Safari,
69471,Windows,False,ChromiumEdge,
69472,Windows,False,Chrome,
69473,iOS,False,Safari,iPhone
69474,Mac OS,False,Safari,
69475,iOS,False,,iPhone
69476,iOS,False,Safari,iPhone
69477,Windows,False,ChromiumEdge,
69478,Mac OS,False,Safari,
69479,Windows,False,Chrome,
69480,Windows,False,ChromiumEdge,
69481,iOS,False,Safari,iPhone
69482,Windows,False,Chrome,
69483,Windows,False,Firefox,
69484,Mac OS,False,Chrome,
69485, ChromeOS,False,Chrome,
69486,Windows,False,Chrome,
69487,Mac OS,False,Safari,
69488,Mac OS,False,Chrome,
69489,Windows,False,Chrome,
69490,Windows,False,ChromiumEdge,
69491,Android,False,Chrome,Android
69492,Windows,False,Chrome,
69493,Mac OS,False,Chrome,
69494,Android,False,Chrome,Android
69495,Windows,False,Chrome,
69496,Mac OS,False,Safari,
69497,iOS,False,Safari,iPhone
69498,iOS,False,Safari,iPhone
69499,iOS,False,Safari,iPhone
69500,Mac OS,False,Chrome,
69501,Windows,False,Chrome,
69502,Mac OS,False,Safari,
69503,iOS,False,ChromeiOS,IPad
69505,iOS,False,Safari,iPhone
69506,Windows,False,ChromiumEdge,
69507,Windows,False,Chrome,
69508,Linux,False,Chrome,
69509,Windows,False,Chrome,
69510,Windows,False,Chrome,
69511,Windows,False,Chrome,
69512,Windows,False,Chrome,
69513,iOS,False,Safari,iPhone
69514,Windows,False,Chrome,
69515,Windows,False,Firefox,
69516,iOS,False,Safari,iPhone
69517,Windows,False,Chrome,
69518,Mac OS,False,Chrome,
69519,Windows,False,Chrome,
69520,Windows,False,Chrome,
69521,Windows,False,Chrome,
69522,Android,False,Chrome,Android
69523,Windows,False,Firefox,
69524,Windows,False,Chrome,
69525,Windows,False,Chrome,
69526,Windows,False,Chrome,
69527,Android,False,Chrome,Android
69528,Mac OS,False,Safari,
69529,iOS,False,ChromeiOS,IPad
69530,Windows,False,ChromiumEdge,
69531,Mac OS,False,Chrome,
69532,Mac OS,False,Safari,
69533,Windows,False,ChromiumEdge,
69534,Mac OS,False,Chrome,
69535,Mac OS,False,Safari,
69536,Mac OS,False,Safari,
69537,Windows,False,Firefox,
69538,Windows,False,Chrome,
69539,Windows,False,Firefox,
69540,iOS,False,Safari,iPhone
69541,Windows,False,Chrome,
69543,iOS,False,Safari,IPad
69544,Windows,False,Chrome,
69545,Mac OS,False,Safari,
69546,Windows,False,Chrome,
69547,Mac OS,False,Safari,
69548,Windows,False,Chrome,
69549,iOS,False,Safari,iPhone
69550, ChromeOS,False,Chrome,
69551,Windows,False,Chrome,
69552,Mac OS,False,Safari,
69553,iOS,False,Safari,IPad
69554,Android,False,Chrome,Android
69556,Windows,False,ChromiumEdge,
69557,Linux,False,Chrome,
69558,iOS,False,Safari,iPhone
69559,Mac OS,False,Safari,
69560,Mac OS,False,Chrome,
69561,Windows,False,Firefox,
69562,Android,False,Chrome,Android
69563, ChromeOS,False,Chrome,
69564,Android,False,Chrome,Android
69565,Mac OS,False,Safari,
69566,Mac OS,False,Safari,
69567,Android,False,Chrome,Android
69568,iOS,False,Safari,iPhone
69569,iOS,False,Safari,iPhone
69570,Windows,False,Chrome,
69571,iOS,False,Safari,iPhone
69572,iOS,False,ChromeiOS,iPhone
69573,iOS,False,Safari,iPhone
69574,Linux,False,Chrome,
69575,Windows,False,ChromiumEdge,
69576,Mac OS,False,Safari,
69577,Windows,False,Chrome,
69578,Mac OS,False,Safari,
69579,Android,False,Chrome,Android
69580,Windows,False,ChromiumEdge,
69581,Windows,False,ChromiumEdge,
69582,Windows,False,Chrome,
69583,iOS,False,,iPhone
69584,Windows,False,Chrome,
69585,iOS,False,ChromeiOS,iPhone
69586,Mac OS,False,Firefox,
69588,iOS,False,,IPad
69589,Windows,False,Chrome,
69590,Mac OS,False,Safari,
69591,iOS,False,Safari,iPhone
69592,Mac OS,False,Chrome,
69593,iOS,False,Safari,iPhone
69595,Windows,False,ChromiumEdge,
69596,iOS,False,Safari,IPad
69597,Mac OS,False,Safari,
69598,Windows,False,ChromiumEdge,
69599,iOS,False,Safari,IPad
69600,iOS,False,Safari,iPhone
69601,Windows,False,Chrome,
69602, ChromeOS,False,Chrome,
69603,Windows,False,ChromiumEdge,
69604,Windows,False,Chrome,
69605,Windows,False,Chrome,
69606,Android,False,Chrome,Android
69607,Windows,False,Chrome,
69608,Mac OS,False,Chrome,
69609,iOS,False,Safari,iPhone
69610,Windows,False,Chrome,
69611,Windows,False,Chrome,
69612,Mac OS,False,Safari,
69613,Android,False,Chrome,Android
69615,iOS,False,Safari,IPad
69616,iOS,False,ChromeiOS,IPad
69617,iOS,False,Safari,iPhone
69618,Linux,False,Firefox,Ubuntu
69619,Mac OS,False,Chrome,
69620,iOS,False,Safari,iPhone
69621,Android,False,Chrome,Android
69622,Windows,False,Chrome,
69624,iOS,False,Safari,iPhone
69625,Windows,False,ChromiumEdge,
69626,Windows,False,Chrome,
69627,iOS,False,,iPhone
69628,Windows,False,Chrome,
69629,Mac OS,False,Chrome,
69630,Windows,False,Chrome,
69631,Linux,False,Chrome,
69632,iOS,False,,IPad
69633,iOS,False,Safari,iPhone
69634,iOS,False,Safari,iPhone
69635,Android,False,Chrome,Android
69636,iOS,False,Safari,iPhone
69637,Windows,False,ChromiumEdge,
69638,Mac OS,False,Chrome,
69639,Windows,False,Chrome,
69640,Mac OS,False,Safari,
69641,Windows,False,Chrome,
69642,Windows,False,Chrome,
69643,Windows,False,ChromiumEdge,
69644,Mac OS,False,Chrome,
69645,iOS,False,,iPhone
69646,Mac OS,False,Chrome,
69647,Mac OS,False,Safari,
69648,Windows,False,ChromiumEdge,
69649,iOS,False,Safari,iPhone
69651,Mac OS,False,Safari,
69652,Mac OS,False,Safari,
69653,Mac OS,False,Safari,
69654,Windows,False,ChromiumEdge,
69656,Windows,False,ChromiumEdge,
69657,Windows,False,Chrome,
69658,Windows,False,Chrome,
69659,Mac OS,False,Firefox,
69660,Mac OS,False,Chrome,
69661,Windows,False,Chrome,
69662,Mac OS,False,Safari,
69663,Android,False,Chrome,Android
69664,Windows,False,Chrome,
69665,Android,False,Chrome,Android
69666,Mac OS,False,Safari,
69667,Windows,False,ChromiumEdge,
69668,Mac OS,False,Safari,
69669,Mac OS,False,Chrome,
69670,Android,False,Chrome,Android
69671,Windows,False,Chrome,
69673,Mac OS,False,Safari,
69674,iOS,False,,iPhone
69675,iOS,False,Safari,iPhone
69676,Windows,False,Chrome,
69677,iOS,False,,iPhone
69678,Mac OS,False,Safari,
69679,iOS,False,Safari,iPhone
69680,Windows,False,Chrome,
69681,iOS,False,ChromeiOS,iPhone
69682,Windows,False,Chrome,
69683,iOS,False,Safari,iPhone
69684,Mac OS,False,Chrome,
69685,Windows,False,Chrome,
69686,Windows,False,Chrome,
69687,Windows,False,ChromiumEdge,
69688,iOS,False,Safari,iPhone
69689,iOS,False,,iPhone
69690,Windows,False,Chrome,
69691,Windows,False,Chrome,
69692,Windows,False,ChromiumEdge,
69693,Windows,False,Chrome,
69694,iOS,False,,iPhone
69695,Windows,False,Chrome,
69696,iOS,False,Safari,iPhone
69697,Windows,False,ChromiumEdge,
69698,Windows,False,Chrome,
69699,iOS,False,Safari,iPhone
69700,Mac OS,False,Safari,
69701,Mac OS,False,Safari,
69702,iOS,False,ChromeiOS,iPhone
69703,Windows,False,Chrome,
69704,Windows,False,Chrome,
69705,Android,False,Chrome,Android
69706,Windows,False,Chrome,
69707,Android,False,Chrome,Android
69708,Mac OS,False,Safari,
69709,iOS,False,Safari,iPhone
69710,Windows,False,Chrome,
69711,Mac OS,False,Chrome,
69712,Mac OS,False,Chrome,
69713,Windows,False,Chrome,
69714,Windows,False,Chrome,
69715,Mac OS,False,Safari,
69716,Windows,False,ChromiumEdge,
69717,Mac OS,False,Chrome,
69718,Mac OS,False,Safari,
69719,iOS,False,,iPhone
69720,iOS,False,Safari,iPhone
69721,iOS,False,Safari,iPhone
69722,Windows,False,Chrome,
69723,iOS,False,Safari,iPhone
69724,iOS,False,Safari,iPhone
69725,iOS,False,Safari,iPhone
69727,Windows,False,Chrome,
69728,Windows,False,ChromiumEdge,
69729,Windows,False,Chrome,
69730,Mac OS,False,Safari,
69731,Windows,False,Chrome,
69732,Windows,False,ChromiumEdge,
69734,iOS,False,Safari,iPhone
69735,Windows,False,Chrome,
69736,Windows,False,Chrome,
69737,Windows,False,ChromiumEdge,
69738,Windows,False,Chrome,
69739,iOS,False,,IPad
69740,Windows,False,Chrome,
69741,iOS,False,Safari,iPhone
69742,Android,False,Chrome,Android
69743,iOS,False,Safari,iPhone
69744,Mac OS,False,Safari,
69746,Mac OS,False,Safari,
69747,Windows,False,Chrome,
69748,Windows,False,Chrome,
69749,Windows,False,Chrome,
69750,iOS,False,Safari,iPhone
69751,Windows,False,Firefox,
69752,Windows,False,Chrome,
69753,iOS,False,Safari,iPhone
69754,Linux,False,Chrome,
69755,iOS,False,Safari,iPhone
69756,Windows,False,Chrome,
69757,Windows,False,Chrome,
69758,Mac OS,False,Safari,
69759,Windows,False,ChromiumEdge,
69760,iOS,False,Safari,iPhone
69761,Windows,False,Chrome,
69762,iOS,False,Safari,iPhone
69763,Mac OS,False,Safari,
69764,Mac OS,False,Safari,
69766,iOS,False,Safari,iPhone
69767,Android,False,Chrome,Android
69768,Mac OS,False,Safari,
69769,Windows,False,ChromiumEdge,
69770,Mac OS,False,Safari,
69771,Mac OS,False,Safari,
69772,Android,False,Chrome,Android
69773,Windows,False,Chrome,
69774,Windows,False,Chrome,
69775,Windows,False,Chrome,
69776,Windows,False,Firefox,
69777,Windows,False,Chrome,
69778,iOS,False,ChromeiOS,iPhone
69779,Windows,False,Chrome,
69780,Windows,False,Firefox,
69781,Windows,False,Chrome,
69782,Windows,False,Chrome,
69783,Windows,False,ChromiumEdge,
69784,iOS,False,Safari,iPhone
69785,Mac OS,False,Chrome,
69786,Windows,False,Chrome,
69787,Windows,False,Chrome,
69788,Mac OS,False,Chrome,
69789,iOS,False,Safari,iPhone
69790,Windows,False,Chrome,
69791,Windows,False,ChromiumEdge,
69792,Mac OS,False,Safari,
69793,Windows,False,Firefox,
69794,Mac OS,False,Safari,
69795,Mac OS,False,Chrome,
69796,iOS,False,Safari,iPhone
69797,Windows,False,ChromiumEdge,
69798,iOS,False,,iPhone
69799,iOS,False,Safari,iPhone
69800,Windows,False,Firefox,
69801,Windows,False,Chrome,
69802,Mac OS,False,Safari,
69803,iOS,False,,iPhone
69804,Mac OS,False,Chrome,
69805,iOS,False,ChromeiOS,IPad
69806,Windows,False,Chrome,
69807,iOS,False,Safari,iPhone
69808,iOS,False,Safari,iPhone
69809,iOS,False,Safari,iPhone
69810,Mac OS,False,Safari,
69811,Mac OS,False,Safari,
69812,Windows,False,Chrome,
69813,Windows,False,Chrome,
69814,iOS,False,Safari,iPhone
69815,Mac OS,False,Chrome,
69816,Windows,False,Chrome,
69817,Windows,False,ChromiumEdge,
69818,Windows,False,ChromiumEdge,
69819,iOS,False,Safari,iPhone
69820,Mac OS,False,Chrome,
69821,Windows,False,Firefox,
69822,Android,False,Chrome,Android
69823,Mac OS,False,Safari,
69824,Android,False,Chrome,Android
69825,Windows,False,Chrome,
69826,Windows,False,Chrome,
69827,iOS,False,Safari,iPhone
69828,Mac OS,False,Safari,
69829,Mac OS,False,Safari,
69830,Android,False,Chrome,Android
69831,Mac OS,False,Chrome,
69832,Windows,False,Chrome,
69833,Mac OS,False,Chrome,
69834,iOS,False,Safari,iPhone
69835,Windows,False,Chrome,
69836,Windows,False,ChromiumEdge,
69837,Windows,False,Chrome,
69838,Mac OS,False,Safari,
69839,iOS,False,Safari,iPhone
69840,iOS,False,Safari,iPhone
69841,iOS,False,Safari,iPhone
69842,Windows,False,Chrome,
69843,iOS,False,,iPhone
69844,Windows,False,Chrome,
69845,Mac OS,False,Safari,
69846,Mac OS,False,Chrome,
69849,iOS,False,ChromeiOS,iPhone
69850,Windows,False,Chrome,
69851,iOS,False,Safari,iPhone
69852,iOS,False,Safari,iPhone
69853,Windows,False,ChromiumEdge,
69854,iOS,False,Safari,iPhone
69855,Mac OS,False,Safari,
69856,iOS,False,,iPhone
69857,Windows,False,Firefox,
69858,iOS,False,Safari,iPhone
69859,iOS,False,Safari,iPhone
69860,Windows,False,ChromiumEdge,
69861,Windows,False,ChromiumEdge,
69862,iOS,False,Safari,IPad
69863,Mac OS,False,Chrome,
69864,Mac OS,False,Chrome,
69865,Windows,False,Chrome,
69866,Mac OS,False,Chrome,
69867,Windows,False,Chrome,
69868,iOS,False,ChromeiOS,IPad
69869,Mac OS,False,Safari,
69870,Windows,False,ChromiumEdge,
69871,Mac OS,False,Safari,
69872,iOS,False,Safari,iPhone
69873,Windows,False,Chrome,
69874,Windows,False,Chrome,
69875,Mac OS,False,Safari,
69876,Mac OS,False,Safari,
69877,Mac OS,False,Safari,
69878,Windows,False,Chrome,
69879,Windows,False,Chrome,
69880,Mac OS,False,Chrome,
69881,Windows,False,ChromiumEdge,
69882,Mac OS,False,Safari,
69883,Mac OS,False,Chrome,
69884,Windows,False,Firefox,
69885,Windows,False,Chrome,
69886,iOS,False,Safari,iPhone
69887,Mac OS,False,Chrome,
69888,Android,False,Chrome,Android
69889,Windows,False,Chrome,
69890,Windows,False,Chrome,
69891,iOS,False,Safari,iPhone
69892,Windows,False,Chrome,
69893,iOS,False,Safari,iPhone
69894,iOS,False,,iPhone
69895,iOS,False,Safari,IPad
69896,Windows,False,Chrome,
69898,Windows,False,Chrome,
69899,Windows,False,ChromiumEdge,
69900,iOS,False,Safari,iPhone
69901,iOS,False,Safari,iPhone
69902,iOS,False,Safari,iPhone
69904,Windows,False,Chrome,
69907,Windows,False,Chrome,
69908,Windows,False,ChromiumEdge,
69909,Mac OS,False,Safari,
69910,iOS,False,ChromeiOS,iPhone
69911,Mac OS,False,Safari,
69912,Windows,False,Chrome,
69914,Windows,False,ChromiumEdge,
69915,Android,False,Chrome,Android
69916,Mac OS,False,Chrome,
69917,Mac OS,False,Chrome,
69918,Windows,False,Chrome,
69919,Mac OS,False,Safari,
69920,iOS,False,Safari,iPhone
69921,Mac OS,False,Chrome,
69922,Mac OS,False,Chrome,
69923,iOS,False,Safari,iPhone
69924,Windows,False,Chrome,
69925,iOS,False,ChromeiOS,iPhone
69926,iOS,False,Safari,iPhone
69927,Android,False,Chrome,Android
69928,Mac OS,False,Chrome,
69929,Windows,False,ChromiumEdge,
69930,Mac OS,False,Chrome,
69931,Mac OS,False,Safari,
69932,Windows,False,Chrome,
69933,Windows,False,Chrome,
69934,Windows,False,Chrome,
69935,iOS,False,Safari,iPhone
69936,Mac OS,False,Safari,
69937,Windows,False,Chrome,
69938,Windows,False,Chrome,
69939,Windows,False,Chrome,
69940,iOS,False,Safari,iPhone
69941,Windows,False,ChromiumEdge,
69942,Android,False,Chrome,Android
69943,Mac OS,False,Safari,
69944,Mac OS,False,Safari,
69945,Windows,False,Chrome,
69946,Windows,False,Chrome,
69947,Windows,False,ChromiumEdge,
69948,Mac OS,False,Chrome,
69949,Windows,False,Chrome,
69950,Mac OS,False,Safari,
69951,Mac OS,False,Safari,
69952,Windows,False,Chrome,
69953,Windows,False,ChromiumEdge,
69954,Windows,False,Firefox,
69955, ChromeOS,False,Chrome,
69956,Mac OS,False,Safari,
69957,Windows,False,Chrome,
69958,Mac OS,False,Safari,
69959,Mac OS,False,Firefox,
69960,Mac OS,False,Safari,
69961,iOS,False,,iPhone
69962,Mac OS,False,Chrome,
69963,Windows,False,Chrome,
69964,iOS,False,Safari,iPhone
69965,Mac OS,False,Safari,
69966,iOS,False,Safari,iPhone
69967,Windows,False,Chrome,
69968,Mac OS,False,Chrome,
69969,Windows,False,Chrome,
69970,Windows,False,ChromiumEdge,
69971,Mac OS,False,Safari,
69972,Windows,False,ChromiumEdge,
69973,iOS,False,Safari,iPhone
69974,Linux,False,Chrome,
69975,Windows,False,Chrome,
69976,iOS,False,Safari,iPhone
69977,Windows,False,Chrome,
69978,Android,False,Chrome,Android
69979,Mac OS,False,Chrome,
69980,Windows,False,Chrome,
69981,iOS,False,Safari,iPhone
69984,iOS,False,Safari,iPhone
69985,iOS,False,Safari,iPhone
69986,Windows,False,Chrome,
69987,Mac OS,False,Chrome,
69988,Windows,False,Firefox,
69989,Mac OS,False,Chrome,
69990,Android,False,Chrome,Android
69991,Windows,False,Chrome,
69992,Windows,False,Chrome,
69993,Windows,False,Chrome,
69994,Mac OS,False,Chrome,
69995,Android,False,Chrome,Android
69996,iOS,False,ChromeiOS,iPhone
69997,Mac OS,False,Chrome,
69998,Mac OS,False,Safari,
69999,Windows,False,Chrome,
70000,Mac OS,False,Safari,
70001,Windows,False,Chrome,
70002,iOS,False,Safari,iPhone
70003,Android,False,Chrome,Android
70004,Windows,False,Firefox,
70005,iOS,False,Safari,IPad
70006,Windows,False,Chrome,
70007,iOS,False,Safari,iPhone
70008,Windows,False,ChromiumEdge,
70009,Windows,False,ChromiumEdge,
70010,Android,False,Chrome,Android
70011,iOS,False,ChromeiOS,iPhone
70012,Android,False,Chrome,Android
70014,Windows,False,Chrome,
70015,Windows,False,ChromiumEdge,
70016,Windows,False,ChromiumEdge,
70017,Windows,False,ChromiumEdge,
70018,iOS,False,Safari,iPhone
70019,Windows,False,ChromiumEdge,
70020,Mac OS,False,Chrome,
70021,Mac OS,False,Chrome,
70022,Windows,False,Chrome,
70023,Windows,False,Chrome,
70024,iOS,False,Safari,iPhone
70025,Mac OS,False,Safari,
70026,iOS,False,Safari,IPad
70027,Windows,False,Chrome,
70028,Windows,False,Chrome,
70029,Windows,False,Firefox,
70030,Windows,False,Chrome,
70031,Windows,False,Chrome,
70032, ChromeOS,False,Chrome,
70033,Windows,False,Firefox,
70034,Windows,False,Chrome,
70035,Windows,False,Chrome,
70036,iOS,False,Safari,iPhone
70037,Mac OS,False,Chrome,
70038,iOS,False,Safari,iPhone
70039,Mac OS,False,Chrome,
70040,Windows,False,Firefox,
70041,Windows,False,Chrome,
70042,Windows,False,ChromiumEdge,
70043,iOS,False,Safari,iPhone
70044,Windows,False,Chrome,
70045,Android,False,Chrome,Android
70046,iOS,False,Safari,IPad
70047,iOS,False,Safari,iPhone
70048,Windows,False,Chrome,
70049,Windows,False,Chrome,
70050,Mac OS,False,Chrome,
70051,Windows,False,Chrome,
70052,Windows,False,Chrome,
70053,Windows,False,Chrome,
70054,iOS,False,ChromeiOS,iPhone
70055,Windows,False,Chrome,
70056,Windows,False,Chrome,
70057,Windows,False,Firefox,
70058,Windows,False,Chrome,
70059,Android,False,Chrome,Android
70060,Windows,False,Chrome,
70061,Mac OS,False,Safari,
70062,Android,False,Chrome,Android
70063,Mac OS,False,Chrome,
70064,Mac OS,False,Safari,
70065,Windows,False,ChromiumEdge,
70066,Windows,False,Chrome,
70067,iOS,False,ChromeiOS,iPhone
70068, ChromeOS,False,Chrome,
70069,Windows,False,ChromiumEdge,
70070,iOS,False,ChromeiOS,iPhone
70071,Windows,False,Chrome,
70072,Windows,False,Chrome,
70073,iOS,False,Safari,iPhone
70074,Mac OS,False,Safari,
70075,Mac OS,False,Safari,
70076,Mac OS,False,Safari,
70077,iOS,False,Safari,IPad
70078,iOS,False,Safari,iPhone
70079,Windows,False,Chrome,
70080,Windows,False,Chrome,
70081,iOS,False,Safari,iPhone
70082,iOS,False,Safari,iPhone
70083,iOS,False,Safari,iPhone
70084,Windows,False,ChromiumEdge,
70085,Mac OS,False,Safari,
70086,iOS,False,Safari,iPhone
70087,Mac OS,False,Safari,
70088,Mac OS,False,Chrome,
70089,Linux,False,Chrome,
70090,iOS,False,Safari,iPhone
70091,Mac OS,False,Chrome,
70092,iOS,False,Safari,iPhone
70094,Windows,False,ChromiumEdge,
70095,Mac OS,False,Safari,
70096,Mac OS,False,Chrome,
70097,Mac OS,False,Safari,
70098,Windows,False,Chrome,
70099,iOS,False,Safari,iPhone
70102,Mac OS,False,Chrome,
70103,Mac OS,False,Safari,
70104,Windows,False,Chrome,
70105,iOS,False,Safari,iPhone
70106,,False,Chrome,
70107,Windows,False,Chrome,
70108,iOS,False,Safari,iPhone
70110,Windows,False,Chrome,
70111,Windows,False,ChromiumEdge,
70112,Windows,False,Chrome,
70113,Windows,False,ChromiumEdge,
70114,Windows,False,Chrome,
70115,Windows,False,ChromiumEdge,
70116,Windows,False,Chrome,
70117,Windows,False,ChromiumEdge,
70118,iOS,False,,IPad
70119,iOS,False,Safari,iPhone
70120,iOS,False,Safari,iPhone
70121,Windows,False,Chrome,
70122,Mac OS,False,Safari,
70123,Windows,False,ChromiumEdge,
70124,iOS,False,Safari,iPhone
70125,Windows,False,ChromiumEdge,
70126,iOS,False,Safari,iPhone
70127,Android,False,Chrome,Android
70128, ChromeOS,False,Chrome,
70129,Mac OS,False,Chrome,
70130,Windows,False,MSEdge,
70131,iOS,False,ChromeiOS,iPhone
70132,Windows,False,Chrome,
70133,Mac OS,False,Chrome,
70134,Windows,False,Chrome,
70135,Windows,False,ChromiumEdge,
70136,Windows,False,Chrome,
70137,Windows,False,Chrome,
70138,Windows,False,ChromiumEdge,
70139,Android,False,Chrome,Android
70140,iOS,False,Safari,iPhone
70141,Windows,False,Chrome,
70142,Windows,False,ChromiumEdge,
70143,iOS,False,Safari,iPhone
70144,Android,False,Chrome,Android
70145,Windows,False,ChromiumEdge,
70146,Android,False,Chrome,Android
70147,Windows,False,Chrome,
70148,iOS,False,Safari,iPhone
70149,Mac OS,False,Chrome,
70150,Windows,False,Chrome,
70151,Mac OS,False,Chrome,
70152,iOS,False,ChromeiOS,iPhone
70153,iOS,False,ChromeiOS,IPad
70154,Windows,False,ChromiumEdge,
70155,iOS,False,Safari,iPhone
70156,Mac OS,False,Safari,
70157,Mac OS,False,Chrome,
70158,Android,False,Chrome,Android
70159,Windows,False,Chrome,
70160,Windows,False,Firefox,
70161,Windows,False,Chrome,
70163,Windows,False,Chrome,
70164,Windows,False,Firefox,
70165,Android,False,Chrome,Android
70167,Windows,False,Chrome,
70168,Windows,False,Chrome,
70169,Windows,False,Chrome,
70170,Linux,False,Chrome,
70171,Android,False,Chrome,Android
70172,iOS,False,Safari,iPhone
70173,iOS,False,Safari,iPhone
70174,Windows,False,Chrome,
70175,Windows,False,ChromiumEdge,
70176,iOS,False,ChromeiOS,iPhone
70177,Windows,False,ChromiumEdge,
70178,iOS,False,Safari,iPhone
70179,Linux,False,Chrome,
70180,Android,False,Chrome,Android
70181,Windows,False,Chrome,
70183,Mac OS,False,Chrome,
70184,Windows,False,Chrome,
70185,iOS,False,ChromeiOS,IPad
70187, ChromeOS,False,Chrome,
70189,Windows,False,ChromiumEdge,
70190,Windows,False,Chrome,
70191,iOS,False,Safari,iPhone
70192,Windows,False,Chrome,
70193,iOS,False,Safari,iPhone
70194,Windows,False,Chrome,
70196,Windows,False,Chrome,
70197,Windows,False,Chrome,
70198,Windows,False,Firefox,
70199,Mac OS,False,Chrome,
70200,Android,False,Chrome,Android
70201,iOS,False,Safari,iPhone
70202,iOS,False,Safari,IPad
70203,Windows,False,Chrome,
70204,iOS,False,Safari,IPad
70205,Mac OS,False,Safari,
70206,Mac OS,False,Safari,
70207,iOS,False,Safari,IPad
70208,iOS,False,Safari,iPhone
70209,Mac OS,False,Chrome,
70210,Mac OS,False,Safari,
70211,Android,False,Chrome,Android
70212,Windows,False,ChromiumEdge,
70213,Mac OS,False,Firefox,
70214,Mac OS,False,Chrome,
70215,Windows,False,Chrome,
70216,iOS,False,,iPhone
70217,Windows,False,Chrome,
70218,iOS,False,Safari,iPhone
70219,Windows,False,Chrome,
70220,iOS,False,Safari,iPhone
70221,Mac OS,False,Safari,
70222,Windows,False,Chrome,
70223,Android,False,Chrome,Android
70224,Mac OS,False,Safari,
70225,Windows,False,Chrome,
70226,Windows,False,Chrome,
70227,Windows,False,Chrome,
70229,Windows,False,Chrome,
70230,iOS,False,Safari,iPhone
70231,Windows,False,Chrome,
70232,Windows,False,Chrome,
70233,Mac OS,False,Safari,
70234,Windows,False,Chrome,
70236,Mac OS,False,Safari,
70237,Mac OS,False,Safari,
70238,Windows,False,ChromiumEdge,
70239,Windows,False,Chrome,
70240,iOS,False,Safari,iPhone
70241,Windows,False,Chrome,
70242,Android,False,Chrome,Android
70243,Windows,False,Chrome,
70244,Windows,False,Chrome,
70245,iOS,False,Safari,iPhone
70246,Mac OS,False,Safari,
70247,Windows,False,Chrome,
70248,Windows,False,Chrome,
70249,Windows,False,Chrome,
70250,Mac OS,False,Safari,
70251,Windows,False,Chrome,
70252,Windows,False,Chrome,
70254,Android,False,Chrome,Android
70255,Android,False,Chrome,Android
70257,Android,False,Chrome,Android
